9W,3000,BLR,3131,COK,3136,Y,0,AT7
AI,218,BLR,3131,COK,3136,,0,ATR
S2,241,BLR,3131,COK,3136,Y,0,AT7
SG,4375,BLR,3131,COK,3136,,0,737
6E,2850,BLR,3131,DEL,3093,,0,320
9W,3000,BLR,3131,DEL,3093,,0,73H 738
AI,218,BLR,3131,DEL,3093,,0,320 788
G8,2575,BLR,3131,DEL,3093,,0,320
S2,241,BLR,3131,DEL,3093,Y,0,73H 739 738
SG,4375,BLR,3131,DEL,3093,,0,737
6E,2850,BLR,3131,GAU,6173,,0,320
6E,2850,BLR,3131,GOI,3007,,0,320
9W,3000,BLR,3131,GOI,3007,Y,0,AT7
AI,218,BLR,3131,GOI,3007,,0,319
G8,2575,BLR,3131,GOI,3007,,0,320
S2,241,BLR,3131,GOI,3007,Y,0,AT7
SG,4375,BLR,3131,GOI,3007,,0,737
SG,4375,BLR,3131,HBX,6168,,0,DH8
6E,2850,BLR,3131,HYD,\N,,0,320
9W,3000,BLR,3131,HYD,\N,Y,0,AT7
AI,218,BLR,3131,HYD,\N,,0,319
S2,241,BLR,3131,HYD,\N,Y,0,AT7
SG,4375,BLR,3131,HYD,\N,,0,737 DH8
9W,3000,BLR,3131,IDR,3008,Y,0,738
S2,241,BLR,3131,IDR,3008,Y,0,738
9W,3000,BLR,3131,IXE,3143,Y,0,AT7 738
AI,218,BLR,3131,IXE,3143,,0,ATR
S2,241,BLR,3131,IXE,3143,Y,0,AT7 738
SG,4375,BLR,3131,IXE,3143,,0,DH8
SG,4375,BLR,3131,IXG,3000,,0,DH8
6E,2850,BLR,3131,JAI,3098,,0,320
6E,2850,BLR,3131,LKO,3105,,0,320
6E,2850,BLR,3131,MAA,3144,,0,320
9W,3000,BLR,3131,MAA,3144,Y,0,739 AT7 738
AI,218,BLR,3131,MAA,3144,,0,320
MK,1057,BLR,3131,MAA,3144,,0,332
S2,241,BLR,3131,MAA,3144,Y,0,739 AT7 738
SG,4375,BLR,3131,MAA,3144,,0,DH8
SG,4375,BLR,3131,MYQ,7774,,0,DH8
6E,2850,BLR,3131,NAG,3015,,0,320
6E,2850,BLR,3131,PNQ,3017,,0,320
9W,3000,BLR,3131,PNQ,3017,Y,0,738
G8,2575,BLR,3131,PNQ,3017,,0,320
S2,241,BLR,3131,PNQ,3017,Y,0,738
SG,4375,BLR,3131,PNQ,3017,,0,737
6E,2850,BLR,3131,TRV,3153,,0,320
9W,3000,BLR,3131,TRV,3153,Y,0,73H
AI,218,BLR,3131,TRV,3153,,0,320
S2,241,BLR,3131,TRV,3153,Y,0,73H
SG,4375,BLR,3131,VGA,3134,,0,DH8
6E,2850,BLR,3131,VTZ,3066,,0,320
9W,3000,BLR,3131,VTZ,3066,Y,0,73G
S2,241,BLR,3131,VTZ,3066,Y,0,73G
SG,4375,BLR,3131,VTZ,3066,,0,737
AI,218,BOM,2997,AGR,3079,,0,CR7
6E,2850,BOM,2997,AMD,2994,,0,320
9W,3000,BOM,2997,AMD,2994,,0,738
AI,218,BOM,2997,AMD,2994,,0,321 320 77W
G8,2575,BOM,2997,AMD,2994,,0,320
S2,241,BOM,2997,AMD,2994,Y,0,738 73H
SG,4375,BOM,2997,AMD,2994,,0,737
SG,4375,BOM,2997,ATQ,3081,,0,737
6E,2850,BOM,2997,BBI,3042,,0,320
AI,218,BOM,2997,BBI,3042,,0,319
6E,2850,BOM,2997,BDQ,3001,,0,320
9W,3000,BOM,2997,BDQ,3001,,0,73W 738 73H
S2,241,BOM,2997,BDQ,3001,,0,73H 738
9W,3000,BOM,2997,BHJ,2999,,0,73H
S2,241,BOM,2997,BHJ,2999,Y,0,AT7 73H
9W,3000,BOM,2997,BHO,3002,Y,0,73G
AI,218,BOM,2997,BHO,3002,,0,321
S2,241,BOM,2997,BHO,3002,Y,0,73G
9W,3000,BOM,2997,BHU,3003,Y,0,73G
S2,241,BOM,2997,BHU,3003,Y,0,73G
6E,2850,BOM,2997,BLR,3131,,0,320
9W,3000,BOM,2997,BLR,3131,,0,738 73W 739 73H
AI,218,BOM,2997,BLR,3131,,0,319
G8,2575,BOM,2997,BLR,3131,,0,320
S2,241,BOM,2997,BLR,3131,Y,0,738 73W 73G 73H 739
SG,4375,BOM,2997,BLR,3131,,0,737
9W,3000,BOM,2997,CCJ,3137,Y,0,738
IX,569,BOM,2997,CCJ,3137,,0,738
S2,241,BOM,2997,CCJ,3137,Y,0,738
6E,2850,BOM,2997,CCU,3043,,0,320
9W,3000,BOM,2997,CCU,3043,,0,73H 738
AI,218,BOM,2997,CCU,3043,,0,320 319
S2,241,BOM,2997,CCU,3043,Y,0,738 73H
SG,4375,BOM,2997,CCU,3043,,0,737
6E,2850,BOM,2997,CJB,3135,,0,320
9W,3000,BOM,2997,CJB,3135,Y,0,738
AI,218,BOM,2997,CJB,3135,,0,321
S2,241,BOM,2997,CJB,3135,Y,0,738
SG,4375,BOM,2997,CJB,3135,,0,737
6E,2850,BOM,2997,COK,3136,,0,320
9W,3000,BOM,2997,COK,3136,,0,73H
AI,218,BOM,2997,COK,3136,,0,319
G8,2575,BOM,2997,COK,3136,,0,320
IX,569,BOM,2997,COK,3136,,0,738
S2,241,BOM,2997,COK,3136,Y,0,73H
SG,4375,BOM,2997,COK,3136,,0,737
6E,2850,BOM,2997,DEL,3093,,0,320
9W,3000,BOM,2997,DEL,3093,,0,739 73H 738
AI,218,BOM,2997,DEL,3093,,0,321 319 77W 788
G8,2575,BOM,2997,DEL,3093,,0,320
S2,241,BOM,2997,DEL,3093,Y,0,73H 739 738
SG,4375,BOM,2997,DEL,3093,,0,737
9W,3000,BOM,2997,DIU,5711,Y,0,AT7
S2,241,BOM,2997,DIU,5711,Y,0,AT7
6E,2850,BOM,2997,GAU,6173,,0,320
6E,2850,BOM,2997,GOI,3007,,0,320
9W,3000,BOM,2997,GOI,3007,,0,73H
AI,218,BOM,2997,GOI,3007,,0,321
G8,2575,BOM,2997,GOI,3007,,0,320
S2,241,BOM,2997,GOI,3007,Y,0,73H 73G 738
SG,4375,BOM,2997,GOI,3007,,0,737
AI,218,BOM,2997,GWL,3094,,0,CR7
SG,4375,BOM,2997,HBX,6168,,0,DH8
6E,2850,BOM,2997,HYD,\N,,0,320
9W,3000,BOM,2997,HYD,\N,,0,738 73H
AI,218,BOM,2997,HYD,\N,,0,319 744
S2,241,BOM,2997,HYD,\N,Y,0,738 73G 73H
SG,4375,BOM,2997,HYD,\N,,0,737
6E,2850,BOM,2997,IDR,3008,,0,320
9W,3000,BOM,2997,IDR,3008,Y,0,73H 73G
AI,218,BOM,2997,IDR,3008,,0,320
S2,241,BOM,2997,IDR,3008,Y,0,73H 73G
6E,2850,BOM,2997,IXC,3089,,0,320
9W,3000,BOM,2997,IXC,3089,,0,738
G8,2575,BOM,2997,IXC,3089,,0,320
S2,241,BOM,2997,IXC,3089,Y,0,738
AI,218,BOM,2997,IXD,3080,,0,CR7
9W,3000,BOM,2997,IXE,3143,,0,73H
AI,218,BOM,2997,IXE,3143,,0,321
IX,569,BOM,2997,IXE,3143,,0,738
S2,241,BOM,2997,IXE,3143,Y,0,73H
SG,4375,BOM,2997,IXE,3143,,0,737
6E,2850,BOM,2997,IXJ,3100,,0,320
9W,3000,BOM,2997,IXU,2996,,0,738
AI,218,BOM,2997,IXU,2996,,0,319
S2,241,BOM,2997,IXU,2996,Y,0,738 AT7
6E,2850,BOM,2997,JAI,3098,,0,320
9W,3000,BOM,2997,JAI,3098,,0,73W
AI,218,BOM,2997,JAI,3098,,0,319
G8,2575,BOM,2997,JAI,3098,,0,320
S2,241,BOM,2997,JAI,3098,Y,0,73G 73W
9W,3000,BOM,2997,JDH,3097,,0,73H
AI,218,BOM,2997,JDH,3097,,0,319
S2,241,BOM,2997,JDH,3097,Y,0,73H
AI,218,BOM,2997,JGA,3010,,0,319
SG,4375,BOM,2997,JLR,3009,,0,DH8
6E,2850,BOM,2997,LKO,3105,,0,320
9W,3000,BOM,2997,LKO,3105,,0,73H
AI,218,BOM,2997,LKO,3105,,0,320
G8,2575,BOM,2997,LKO,3105,,0,320
S2,241,BOM,2997,LKO,3105,Y,0,73H
6E,2850,BOM,2997,MAA,3144,,0,320
9W,3000,BOM,2997,MAA,3144,,0,738 73H
AI,218,BOM,2997,MAA,3144,,0,319 332
G8,2575,BOM,2997,MAA,3144,,0,320
IX,569,BOM,2997,MAA,3144,,0,738
S2,241,BOM,2997,MAA,3144,Y,0,738 73H
SG,4375,BOM,2997,MAA,3144,,0,737
6E,2850,BOM,2997,NAG,3015,,0,320
9W,3000,BOM,2997,NAG,3015,Y,0,73G
AI,218,BOM,2997,NAG,3015,,0,319
G8,2575,BOM,2997,NAG,3015,,0,320
S2,241,BOM,2997,NAG,3015,Y,0,73G
6E,2850,BOM,2997,PAT,3061,,0,320
G8,2575,BOM,2997,PAT,3061,,0,320
9W,3000,BOM,2997,PNQ,3017,,0,738
S2,241,BOM,2997,PNQ,3017,Y,0,738
9W,3000,BOM,2997,RPR,3020,Y,0,738
AI,218,BOM,2997,RPR,3020,,0,319
S2,241,BOM,2997,RPR,3020,Y,0,738
SG,4375,BOM,2997,STV,3022,,0,737
6E,2850,BOM,2997,SXR,3112,,0,320
G8,2575,BOM,2997,SXR,3112,,0,320
6E,2850,BOM,2997,TRV,3153,,0,320
9W,3000,BOM,2997,TRV,3153,,0,73H
AI,218,BOM,2997,TRV,3153,,0,319
IX,569,BOM,2997,TRV,3153,,0,738
S2,241,BOM,2997,TRV,3153,Y,0,73H
SG,4375,BOM,2997,TRV,3153,,0,737
9W,3000,BOM,2997,UDR,3023,Y,0,73H 73G
AI,218,BOM,2997,UDR,3023,,0,319
S2,241,BOM,2997,UDR,3023,Y,0,73H 73G
AI,218,BOM,2997,VNS,3084,,0,319
9W,3000,BOM,2997,VTZ,3066,,0,738
S2,241,BOM,2997,VTZ,3066,Y,0,738
SG,4375,CCJ,3137,BLR,3131,,0,DH8
9W,3000,CCJ,3137,BOM,2997,Y,0,738
IX,569,CCJ,3137,BOM,2997,,0,738
S2,241,CCJ,3137,BOM,2997,Y,0,738
AI,218,CCJ,3137,CJB,3135,,0,321
AI,218,CCJ,3137,COK,3136,,0,744
IX,569,CCJ,3137,COK,3136,,0,738
IX,569,CCJ,3137,IXE,3143,,0,738
SG,4375,CCJ,3137,MAA,3144,,0,DH8
9W,3000,CCU,3043,AJL,3039,Y,0,AT7
AI,218,CCU,3043,AJL,3039,,0,319
S2,241,CCU,3043,AJL,3039,Y,0,AT7
6E,2850,CCU,3043,AMD,2994,,0,320
G8,2575,CCU,3043,AMD,2994,,0,320
6E,2850,CCU,3043,BBI,3042,,0,320
6E,2850,CCU,3043,BLR,3131,,0,320
9W,3000,CCU,3043,BLR,3131,Y,0,738
AI,218,CCU,3043,BLR,3131,,0,319
S2,241,CCU,3043,BLR,3131,Y,0,738
SG,4375,CCU,3043,BLR,3131,,0,737
6E,2850,CCU,3043,BOM,2997,,0,320
9W,3000,CCU,3043,BOM,2997,,0,738 73H
AI,218,CCU,3043,BOM,2997,,0,319
S2,241,CCU,3043,BOM,2997,Y,0,738 73H
SG,4375,CCU,3043,BOM,2997,,0,737
6E,2850,CCU,3043,DEL,3093,,0,320
9W,3000,CCU,3043,DEL,3093,Y,0,738
AI,218,CCU,3043,DEL,3093,,0,321 788
G8,2575,CCU,3043,DEL,3093,,0,320
S2,241,CCU,3043,DEL,3093,Y,0,738
SG,4375,CCU,3043,DEL,3093,,0,737
6E,2850,CCU,3043,DIB,3057,,0,320
AI,218,CCU,3043,DIB,3057,,0,320
AI,218,CCU,3043,DMU,6174,,0,319
6E,2850,CCU,3043,GAU,6173,,0,320
9W,3000,CCU,3043,GAU,6173,Y,0,AT7 738
AI,218,CCU,3043,GAU,6173,,0,319 320
G8,2575,CCU,3043,GAU,6173,,0,320
S2,241,CCU,3043,GAU,6173,Y,0,AT7 738
SG,4375,CCU,3043,GAU,6173,,0,737
6E,2850,CCU,3043,HYD,\N,,0,320
AI,218,CCU,3043,HYD,\N,,0,319
SG,4375,CCU,3043,HYD,\N,,0,737
6E,2850,CCU,3043,IMF,3050,,0,320
AI,218,CCU,3043,IMF,3050,,0,319
6E,2850,CCU,3043,IXA,3038,,0,320
9W,3000,CCU,3043,IXA,3038,Y,0,AT7
AI,218,CCU,3043,IXA,3038,,0,319
S2,241,CCU,3043,IXA,3038,Y,0,AT7
SG,4375,CCU,3043,IXA,3038,,0,737
6E,2850,CCU,3043,IXB,3040,,0,320
9W,3000,CCU,3043,IXB,3040,,0,738
AI,218,CCU,3043,IXB,3040,,0,319 320
G8,2575,CCU,3043,IXB,3040,,0,320
S2,241,CCU,3043,IXB,3040,Y,0,738
SG,4375,CCU,3043,IXB,3040,,0,737
6E,2850,CCU,3043,IXR,3063,,0,320
9W,3000,CCU,3043,IXR,3063,Y,0,AT7
S2,241,CCU,3043,IXR,3063,Y,0,AT7
9W,3000,CCU,3043,IXS,3055,Y,0,AT7
AI,218,CCU,3043,IXS,3055,,0,ATR 319 320
S2,241,CCU,3043,IXS,3055,Y,0,AT7
9W,3000,CCU,3043,IXZ,3146,Y,0,738
AI,218,CCU,3043,IXZ,3146,,0,319
G8,2575,CCU,3043,IXZ,3146,,0,320
S2,241,CCU,3043,IXZ,3146,Y,0,738
SG,4375,CCU,3043,IXZ,3146,,0,737
6E,2850,CCU,3043,JAI,3098,,0,320
6E,2850,CCU,3043,MAA,3144,,0,320
AI,218,CCU,3043,MAA,3144,,0,320
SG,4375,CCU,3043,MAA,3144,,0,737
6E,2850,CCU,3043,NAG,3015,,0,320
G8,2575,CCU,3043,NAG,3015,,0,320
6E,2850,CCU,3043,PAT,3061,,0,320
9W,3000,CCU,3043,PAT,3061,Y,0,AT7
G8,2575,CCU,3043,PAT,3061,,0,320
S2,241,CCU,3043,PAT,3061,Y,0,AT7
6E,2850,CCU,3043,PNQ,3017,,0,320
6E,2850,CCU,3043,RPR,3020,,0,320
AI,218,CCU,3043,SHL,6172,,0,ATR
9W,3000,CCU,3043,VNS,3084,Y,0,AT7
S2,241,CCU,3043,VNS,3084,Y,0,AT7
9W,3000,CCU,3043,VTZ,3066,Y,0,73G
S2,241,CCU,3043,VTZ,3066,Y,0,73G
9W,3000,CJB,3135,BLR,3131,Y,0,AT7
S2,241,CJB,3135,BLR,3131,Y,0,AT7
6E,2850,CJB,3135,BOM,2997,,0,320
9W,3000,CJB,3135,BOM,2997,Y,0,738
AI,218,CJB,3135,BOM,2997,,0,321
S2,241,CJB,3135,BOM,2997,Y,0,738
SG,4375,CJB,3135,BOM,2997,,0,737
AI,218,CJB,3135,CCJ,3137,,0,321
6E,2850,CJB,3135,DEL,3093,,0,320
SG,4375,CJB,3135,HYD,\N,,0,DH8
6E,2850,CJB,3135,MAA,3144,,0,320
9W,3000,CJB,3135,MAA,3144,Y,0,AT7
S2,241,CJB,3135,MAA,3144,Y,0,AT7
SG,4375,CJB,3135,MAA,3144,,0,DH8 737
AI,218,COK,3136,AGX,3130,,0,ATR
6E,2850,COK,3136,BLR,3131,,0,320
9W,3000,COK,3136,BLR,3131,Y,0,AT7
AI,218,COK,3136,BLR,3131,,0,ATR
S2,241,COK,3136,BLR,3131,Y,0,AT7
SG,4375,COK,3136,BLR,3131,,0,737
6E,2850,COK,3136,BOM,2997,,0,320
9W,3000,COK,3136,BOM,2997,,0,73H
AI,218,COK,3136,BOM,2997,,0,319
G8,2575,COK,3136,BOM,2997,,0,320
IX,569,COK,3136,BOM,2997,,0,738
S2,241,COK,3136,BOM,2997,Y,0,73H
SG,4375,COK,3136,BOM,2997,,0,737
AI,218,COK,3136,CCJ,3137,,0,744
IX,569,COK,3136,CCJ,3137,,0,738
6E,2850,COK,3136,DEL,3093,,0,320
AI,218,COK,3136,DEL,3093,,0,321 320
6E,2850,COK,3136,HYD,\N,,0,320
SG,4375,COK,3136,HYD,\N,,0,737 DH8
6E,2850,COK,3136,MAA,3144,,0,320
9W,3000,COK,3136,MAA,3144,Y,0,AT7 73H
AI,218,COK,3136,MAA,3144,,0,319
S2,241,COK,3136,MAA,3144,Y,0,AT7 73H
SG,4375,COK,3136,MAA,3144,,0,737 DH8
SG,4375,COK,3136,PNQ,3017,,0,737
6E,2850,COK,3136,TRV,3153,,0,320
AI,218,COK,3136,TRV,3153,,0,321
IX,569,COK,3136,TRV,3153,,0,738
9W,3000,DED,3092,DEL,3093,,0,738
AI,218,DED,3092,DEL,3093,,0,CR7 ATR
S2,241,DED,3092,DEL,3093,Y,0,73H 738 AT7
SG,4375,DED,3092,DEL,3093,,0,DH8
AI,218,DED,3092,LKO,3105,,0,CR7
6E,2850,DEL,3093,AMD,2994,,0,320
9W,3000,DEL,3093,AMD,2994,Y,0,73W 738
AI,218,DEL,3093,AMD,2994,,0,319 321
G8,2575,DEL,3093,AMD,2994,,0,320
S2,241,DEL,3093,AMD,2994,Y,0,73W 738
SG,4375,DEL,3093,AMD,2994,,0,737
9W,3000,DEL,3093,ATQ,3081,,0,738
AI,218,DEL,3093,ATQ,3081,,0,788 321 320
S2,241,DEL,3093,ATQ,3081,Y,0,AT7 73H 738
SG,4375,DEL,3093,ATQ,3081,,0,DH8
6E,2850,DEL,3093,BBI,3042,,0,320
AI,218,DEL,3093,BBI,3042,,0,CR7 319 320
6E,2850,DEL,3093,BDQ,3001,,0,320
AI,218,DEL,3093,BDQ,3001,,0,320
9W,3000,DEL,3093,BHO,3002,Y,0,AT7
AI,218,DEL,3093,BHO,3002,,0,319
S2,241,DEL,3093,BHO,3002,Y,0,AT7
6E,2850,DEL,3093,BLR,3131,,0,320
9W,3000,DEL,3093,BLR,3131,,0,738 73H
AI,218,DEL,3093,BLR,3131,,0,788 320
G8,2575,DEL,3093,BLR,3131,,0,320
S2,241,DEL,3093,BLR,3131,Y,0,738 73H 739
SG,4375,DEL,3093,BLR,3131,,0,737
6E,2850,DEL,3093,BOM,2997,,0,320
9W,3000,DEL,3093,BOM,2997,,0,739 738 73H
AI,218,DEL,3093,BOM,2997,,0,788 321 77W 319
G8,2575,DEL,3093,BOM,2997,,0,320
S2,241,DEL,3093,BOM,2997,Y,0,739 738 73H
SG,4375,DEL,3093,BOM,2997,,0,737
6E,2850,DEL,3093,CCU,3043,,0,320
9W,3000,DEL,3093,CCU,3043,Y,0,738
AI,218,DEL,3093,CCU,3043,,0,321 788
G8,2575,DEL,3093,CCU,3043,,0,320
S2,241,DEL,3093,CCU,3043,Y,0,738
SG,4375,DEL,3093,CCU,3043,,0,737
6E,2850,DEL,3093,CJB,3135,,0,320
6E,2850,DEL,3093,COK,3136,,0,320
AI,218,DEL,3093,COK,3136,,0,320 321
9W,3000,DEL,3093,DED,3092,,0,738
AI,218,DEL,3093,DED,3092,,0,CR7 ATR
S2,241,DEL,3093,DED,3092,Y,0,73H 738 AT7
SG,4375,DEL,3093,DED,3092,,0,DH8
AI,218,DEL,3093,DHM,6760,,0,ATR
SG,4375,DEL,3093,DHM,6760,,0,DH8
6E,2850,DEL,3093,DIB,3057,,0,320
6E,2850,DEL,3093,GAU,6173,,0,320
9W,3000,DEL,3093,GAU,6173,Y,0,738
AI,218,DEL,3093,GAU,6173,,0,320
G8,2575,DEL,3093,GAU,6173,,0,320
S2,241,DEL,3093,GAU,6173,Y,0,738
SG,4375,DEL,3093,GAU,6173,,0,737
6E,2850,DEL,3093,GOI,3007,,0,320
G8,2575,DEL,3093,GOI,3007,,0,320
SG,4375,DEL,3093,GOI,3007,,0,737
9W,3000,DEL,3093,GOP,6741,Y,0,AT7
S2,241,DEL,3093,GOP,6741,Y,0,AT7
6E,2850,DEL,3093,HYD,\N,,0,320
9W,3000,DEL,3093,HYD,\N,Y,0,73W 738
AI,218,DEL,3093,HYD,\N,,0,320 321 319 77W
S2,241,DEL,3093,HYD,\N,Y,0,73W 738
SG,4375,DEL,3093,HYD,\N,,0,737
6E,2850,DEL,3093,IDR,3008,,0,320
9W,3000,DEL,3093,IDR,3008,,0,73H
AI,218,DEL,3093,IDR,3008,,0,320
S2,241,DEL,3093,IDR,3008,Y,0,73H AT7
SG,4375,DEL,3093,IDR,3008,,0,DH8
6E,2850,DEL,3093,IXB,3040,,0,320
9W,3000,DEL,3093,IXB,3040,,0,73W
AI,218,DEL,3093,IXB,3040,,0,321
G8,2575,DEL,3093,IXB,3040,,0,320
S2,241,DEL,3093,IXB,3040,Y,0,73W
SG,4375,DEL,3093,IXB,3040,,0,737
9W,3000,DEL,3093,IXC,3089,Y,0,738 AT7
AI,218,DEL,3093,IXC,3089,,0,321
S2,241,DEL,3093,IXC,3089,Y,0,738 AT7
SG,4375,DEL,3093,IXC,3089,,0,DH8 737
AI,218,DEL,3093,IXD,3080,,0,CR7 ATR
6E,2850,DEL,3093,IXJ,3100,,0,320
9W,3000,DEL,3093,IXJ,3100,Y,0,73H 738
AI,218,DEL,3093,IXJ,3100,,0,320
G8,2575,DEL,3093,IXJ,3100,,0,320
S2,241,DEL,3093,IXJ,3100,Y,0,73H 738
SG,4375,DEL,3093,IXJ,3100,,0,737
9W,3000,DEL,3093,IXL,3104,Y,0,73W
AI,218,DEL,3093,IXL,3104,,0,319
G8,2575,DEL,3093,IXL,3104,,0,320
S2,241,DEL,3093,IXL,3104,Y,0,73W
6E,2850,DEL,3093,IXR,3063,,0,320
9W,3000,DEL,3093,IXR,3063,Y,0,73H
AI,218,DEL,3093,IXR,3063,,0,321
G8,2575,DEL,3093,IXR,3063,,0,320
S2,241,DEL,3093,IXR,3063,Y,0,73H
AI,218,DEL,3093,IXU,2996,,0,321
SG,4375,DEL,3093,IXU,2996,,0,737
9W,3000,DEL,3093,JAI,3098,,0,73H
AI,218,DEL,3093,JAI,3098,,0,319
S2,241,DEL,3093,JAI,3098,Y,0,738 AT7 73H
SG,4375,DEL,3093,JAI,3098,,0,DH8
9W,3000,DEL,3093,JDH,3097,Y,0,AT7
AI,218,DEL,3093,JDH,3097,,0,319
S2,241,DEL,3093,JDH,3097,Y,0,AT7
AI,218,DEL,3093,JLR,3009,,0,CR7
SG,4375,DEL,3093,JLR,3009,,0,DH8
AI,218,DEL,3093,KNU,3101,,0,ATR
AI,218,DEL,3093,KUU,3085,,0,ATR
6E,2850,DEL,3093,LKO,3105,,0,320
9W,3000,DEL,3093,LKO,3105,Y,0,AT7 73W 739 738
AI,218,DEL,3093,LKO,3105,,0,321
G8,2575,DEL,3093,LKO,3105,,0,320
S2,241,DEL,3093,LKO,3105,Y,0,AT7 73W 739 738
SG,4375,DEL,3093,LKO,3105,,0,737
6E,2850,DEL,3093,MAA,3144,,0,320
9W,3000,DEL,3093,MAA,3144,,0,73H 738
AI,218,DEL,3093,MAA,3144,,0,332 321 320 319
S2,241,DEL,3093,MAA,3144,Y,0,73H 738
SG,4375,DEL,3093,MAA,3144,,0,737
6E,2850,DEL,3093,NAG,3015,,0,320
AI,218,DEL,3093,NAG,3015,,0,319
G8,2575,DEL,3093,NAG,3015,,0,320
6E,2850,DEL,3093,PAT,3061,,0,320
9W,3000,DEL,3093,PAT,3061,,0,73H
AI,218,DEL,3093,PAT,3061,,0,319
G8,2575,DEL,3093,PAT,3061,,0,320
S2,241,DEL,3093,PAT,3061,Y,0,73H
6E,2850,DEL,3093,PNQ,3017,,0,320
9W,3000,DEL,3093,PNQ,3017,,0,738 73H 73W
AI,218,DEL,3093,PNQ,3017,,0,320 321
G8,2575,DEL,3093,PNQ,3017,,0,320
S2,241,DEL,3093,PNQ,3017,Y,0,738 73H 73W
SG,4375,DEL,3093,PNQ,3017,,0,737
